paciente_id,rut,nombre,apellido,fecha_nacimiento,sexo,comuna,prevision,fecha_registro
2230,16.047.504-8,Pablo,Guerrero,1957-01-05,M,Marchihue,ISAPRE,2026-02-28 12:35:40.283333
2231,11.396.898-2,Macarena,Muñoz,1988-01-07,F,Angol,NINGUNA,2026-02-28 12:35:40.286666
2232,23.224.272-8,Bastián,Flores,2002-02-01,M,Vallenar,ISAPRE,2026-02-28 12:35:40.290000
2233,15.048.685-8,Vicente,Contreras,1959-03-07,M,Providencia,ISAPRE,2026-02-28 12:35:40.293333
2234,18.614.995-5,Natalia,Quiñones,1995-12-05,F,Ñuñoa,NINGUNA,2026-02-28 12:35:40.296666
2235,20.837.825-2,Mauricio,Henríquez,1984-07-05,M,Padre Las Casas,NINGUNA,2026-02-28 12:35:40.300000
2236,18.338.064-8,Mathias,Bruna,1955-06-27,M,Calera,FONASA,2026-02-28 12:35:40.300000
2237,20.919.506-2,Bastián,Valderrama,1955-11-27,M,San Javier,NINGUNA,2026-02-28 12:35:40.306666
2238,20.482.053-8,Carmen,Vera,1963-03-08,F,Temuco,FONASA,2026-02-28 12:35:40.310000
2239,11.303.084-4,Gloria,Urra,1969-03-06,F,Molina,NINGUNA,2026-02-28 12:35:40.313333
2240,12.032.497-7,Elizabeth,Retamal,1969-11-07,F,Talcahuano,ISAPRE,2026-02-28 12:35:40.313333
2241,17.572.851-1,Ricardo,Cuevas,1949-06-15,M,Palena,NINGUNA,2026-02-28 12:35:40.316666
2242,15.253.292-K,Francisco,Aguilera,2004-03-12,M,Tomé,NINGUNA,2026-02-28 12:35:40.320000
2243,21.770.512-6,Rodrigo,Muñoz,1995-02-23,M,Diego de Almagro,NINGUNA,2026-02-28 12:35:40.323333
2244,16.402.542-K,María,Soto,1955-05-06,F,Santa María,ISAPRE,2026-02-28 12:35:40.330000
2245,18.534.808-3,Adriana,Hernández,1991-11-29,F,Renaico,NINGUNA,2026-02-28 12:35:40.330000
2246,15.941.412-4,Eugenia,Fuentes,1979-12-10,F,Coquimbo,FONASA,2026-02-28 12:35:40.333333
2247,9.668.587-4,Vicente,Trujillo,1950-06-17,M,Peñalolén,ISAPRE,2026-02-28 12:35:40.336666
2248,17.794.927-2,Margarita,Fuentes,1953-11-23,F,Llaillay,ISAPRE,2026-02-28 12:35:40.340000
2249,22.934.527-3,Fabián,Varas,1966-04-18,M,Paiguano,FONASA,2026-02-28 12:35:40.340000
2250,8.645.298-7,Francisca,Torres,1962-05-18,F,Panguipulli,NINGUNA,2026-02-28 12:35:40.343333
2251,15.222.205-K,Renata,Díaz,1946-05-06,F,Calama,FONASA,2026-02-28 12:35:40.346666
2252,23.552.472-4,Osvaldo,Lara,1952-02-02,M,Peñaflor,FONASA,2026-02-28 12:35:40.350000
2253,5.900.550-2,Viviana,Cortés,1952-09-14,F,Cartagena,FONASA,2026-02-28 12:35:40.350000
2254,17.948.457-9,Carlos,Hermosilla,1959-04-25,M,Macul,FONASA,2026-02-28 12:35:40.356666
2255,14.767.880-0,Víctor,Gallardo,1984-11-18,M,Calama,NINGUNA,2026-02-28 12:35:40.356666
2256,20.255.981-6,Rodrigo,Acuña,1943-11-29,M,La Pintana,ISAPRE,2026-02-28 12:35:40.360000
2257,10.765.514-K,Jorge,Plaza,1962-03-27,M,Concepción,ISAPRE,2026-02-28 12:35:40.360000
2258,10.269.235-7,Ximena,Urra,1947-07-15,F,Catemu,FONASA,2026-02-28 12:35:40.363333
2259,21.047.445-5,Carolina,Rojas,1990-07-27,F,Ollagüe,FONASA,2026-02-28 12:35:40.366666
2260,11.928.308-6,Yesica,Maldonado,1948-11-03,F,Ercilla,FONASA,2026-02-28 12:35:40.370000
2261,19.502.248-8,Catalina,Rivera,1995-08-28,F,Freirina,NINGUNA,2026-02-28 12:35:40.373333
2262,10.327.814-7,Norma,Contreras,1981-01-30,F,Papudo,NINGUNA,2026-02-28 12:35:40.376666
2263,24.712.958-8,Vania,Alarcón,1953-10-23,F,Providencia,NINGUNA,2026-02-28 12:35:40.380000
2264,14.242.265-4,Laura,Rodríguez,1953-09-22,F,Andacollo,FONASA,2026-02-28 12:35:40.380000
2265,19.956.270-3,Manuel,González,1944-05-08,M,Malloa,ISAPRE,2026-02-28 12:35:40.383333
2266,22.644.816-0,José,Rosales,1962-05-19,M,Petorca,NINGUNA,2026-02-28 12:35:40.386666
2267,20.441.902-7,Yolanda,Matus,1971-06-27,F,Río Negro,NINGUNA,2026-02-28 12:35:40.390000
2268,8.056.898-3,Erwin,Martínez,1959-08-05,M,Río Verde,NINGUNA,2026-02-28 12:35:40.393333
2269,16.636.067-6,María,Ortiz,1987-08-28,F,Guaitecas,NINGUNA,2026-02-28 12:35:40.396666
2270,18.122.815-6,Bernardita,Peña,1981-09-18,F,Ercilla,FONASA,2026-02-28 12:35:40.400000
2271,13.359.577-5,Paz,Fuenzalida,1952-03-21,F,Mulchén,NINGUNA,2026-02-28 12:35:40.403333
2272,20.362.163-9,Javiera,Sánchez,1966-03-05,F,Ránquil,NINGUNA,2026-02-28 12:35:40.406666
2273,24.079.562-0,Simón,Pastén,1946-07-02,M,Codegua,ISAPRE,2026-02-28 12:35:40.406666
2274,13.042.838-K,Carlos,Castro,2000-04-05,M,Limache,FONASA,2026-02-28 12:35:40.410000
2275,23.043.477-8,Elena,Herrera,1959-11-11,F,Calera,NINGUNA,2026-02-28 12:35:40.410000
2276,12.289.863-6,Roberto,Rodríguez,2001-11-02,M,San Fernando,ISAPRE,2026-02-28 12:35:40.413333
2277,23.549.691-7,Margot,Echeverría,1948-04-01,F,Coquimbo,ISAPRE,2026-02-28 12:35:40.416666
2278,8.530.750-9,Benjamín,Arteaga,1974-04-28,M,Peñalolén,ISAPRE,2026-02-28 12:35:40.420000
2279,20.130.900-K,Ignacia,Bello,1951-03-21,F,Cisnes,ISAPRE,2026-02-28 12:35:40.420000
2280,21.980.709-0,Alejandro,González,1943-01-14,M,Codegua,ISAPRE,2026-02-28 12:35:40.423333
2281,7.456.033-4,Francisco,Molina,1983-06-23,M,Aisén,NINGUNA,2026-02-28 12:35:40.426666
2282,17.789.458-3,Angélica,Medel,1963-05-21,F,Putaendo,NINGUNA,2026-02-28 12:35:40.430000
2283,11.523.101-4,Loreto,García,1966-12-29,F,Quilaco,FONASA,2026-02-28 12:35:40.433333
2284,13.408.933-4,Bruno,Marchant,1947-10-21,M,Coelemu,NINGUNA,2026-02-28 12:35:40.436666
2285,15.976.002-2,Ricardo,Muñoz,1985-08-12,M,Lebu,NINGUNA,2026-02-28 12:35:40.440000
2286,21.265.820-0,Bianca,Rojas,1971-05-25,F,Negrete,FONASA,2026-02-28 12:35:40.440000
2287,23.402.208-3,Felipe,Lira,1984-09-16,M,Los Vilos,FONASA,2026-02-28 12:35:40.440000
2288,9.706.202-1,Gabriela,Olguín,1972-01-14,F,Colchane,ISAPRE,2026-02-28 12:35:40.443333
2289,10.724.020-9,James,Valenzuela,1997-01-21,M,Huechuraba,FONASA,2026-02-28 12:35:40.446666
2290,10.947.073-2,Eduardo,Rosas,1960-01-07,M,Lolol,FONASA,2026-02-28 12:35:40.450000
2291,10.652.357-6,Wilma,Núñez,1945-04-12,F,Tiltil,NINGUNA,2026-02-28 12:35:40.453333
2292,14.168.824-3,Alonso,Araya,1950-06-12,M,Camiña,ISAPRE,2026-02-28 12:35:40.456666
2293,10.970.683-3,Belén,Guerra,1954-09-29,F,Independencia,NINGUNA,2026-02-28 12:35:40.460000
2294,22.860.984-6,Daniel,Cifuentes,1954-09-16,M,Quirihue,ISAPRE,2026-02-28 12:35:40.460000
2295,22.544.755-1,Luis,Hernández,1983-08-15,M,Alto Hospicio,NINGUNA,2026-02-28 12:35:40.466666
2296,18.106.978-3,Rodrigo,Garrido,1986-12-23,M,Puente Alto,ISAPRE,2026-02-28 12:35:40.466666
2297,6.758.764-2,Dominga,Cruz,1980-09-15,F,Huechuraba,FONASA,2026-02-28 12:35:40.470000
2298,17.663.292-5,Alfonso,García,1992-03-14,M,Coronel,FONASA,2026-02-28 12:35:40.473333
2299,17.570.990-8,Luis,Yáñez,2001-11-03,M,Villarrica,FONASA,2026-02-28 12:35:40.473333
2300,8.066.419-2,Luis,Pérez,1941-02-02,M,Melipilla,ISAPRE,2026-02-28 12:35:40.476666
2301,5.488.551-2,Eydan,Henríquez,1962-12-10,M,Salamanca,FONASA,2026-02-28 12:35:40.480000
2302,12.401.028-4,Martin,Peña,2005-03-29,M,Florida,FONASA,2026-02-28 12:35:40.480000
2303,10.605.175-5,José,Bruna,1942-12-29,M,Antofagasta,ISAPRE,2026-02-28 12:35:40.483333
2304,15.977.046-K,Matías,Quispe,1961-12-16,M,Diego de Almagro,NINGUNA,2026-02-28 12:35:40.486666
2305,11.949.770-1,Diego,Gutiérrez,2003-07-31,M,Peñalolén,NINGUNA,2026-02-28 12:35:40.486666
2306,19.357.280-4,Victoria,Montero,1948-03-21,F,Quinta de Tilcoco,FONASA,2026-02-28 12:35:40.490000
2307,8.552.921-8,Mario,Oyarzún,1964-04-06,M,Futaleufú,ISAPRE,2026-02-28 12:35:40.493333
2308,5.503.134-7,Mauricio,Araya,1967-05-14,M,Tiltil,NINGUNA,2026-02-28 12:35:40.496666
2309,5.402.028-7,Marta,Caballero,1966-06-26,F,Quellón,FONASA,2026-02-28 12:35:40.500000
2310,12.385.202-8,Camila,Ramírez,1944-06-28,F,Viña del Mar,NINGUNA,2026-02-28 12:35:40.503333
2311,17.380.913-1,Zoila,Cabrera,1942-12-28,F,Tortel,FONASA,2026-02-28 12:35:40.506666
2312,18.794.120-2,Rogelio,Soto,1960-07-08,M,La Unión,NINGUNA,2026-02-28 12:35:40.510000
2313,8.416.297-3,Victoria,Navarro,1988-06-27,F,El Monte,NINGUNA,2026-02-28 12:35:40.513333
2314,13.453.708-6,Christian,Gálvez,2005-04-05,M,Renaico,FONASA,2026-02-28 12:35:40.516666
2315,18.038.092-2,Gabriela,Medina,1986-02-17,F,Peñalolén,NINGUNA,2026-02-28 12:35:40.520000
2316,16.141.633-9,Leonardo,Alvarado,1951-12-06,M,Renca,NINGUNA,2026-02-28 12:35:40.523333
2317,21.177.611-0,Constanza,Durán,1944-08-05,F,Torres del Paine,ISAPRE,2026-02-28 12:35:40.530000
2318,24.630.581-1,Claudio,Andrade,1970-07-19,M,Illapel,ISAPRE,2026-02-28 12:35:40.530000
2319,21.891.973-1,Ruperto,Lagos,1979-12-23,M,Saavedra,NINGUNA,2026-02-28 12:35:40.530000
2320,12.804.959-2,Giovanni,Salinas,1941-06-11,M,Sierra Gorda,NINGUNA,2026-02-28 12:35:40.533333
2321,15.363.240-5,Leandro,Neira,1956-02-01,M,Gorbea,NINGUNA,2026-02-28 12:35:40.536666
2322,13.172.038-6,Margarita,Elgueta,1982-03-05,F,Talca,FONASA,2026-02-28 12:35:40.540000
2323,9.615.596-4,Patricio,Cartes,1965-06-26,M,Placilla,ISAPRE,2026-02-28 12:35:40.540000
2324,11.778.390-1,Francisca,Ulloa,1950-04-27,F,Antuco,ISAPRE,2026-02-28 12:35:40.543333
2325,6.271.938-9,Andrés,Cárdenas,1956-03-14,M,Independencia,NINGUNA,2026-02-28 12:35:40.546666
2326,16.029.001-3,Margarita,Romero,1949-02-19,F,Chépica,ISAPRE,2026-02-28 12:35:40.550000
2327,6.329.006-8,Emilia,Cortés,1975-06-12,F,Chanco,ISAPRE,2026-02-28 12:35:40.553333
2328,5.795.016-1,Doris,Bustamante,1955-08-02,F,Alto del Carmen,NINGUNA,2026-02-28 12:35:40.556666
2329,16.500.057-9,Eliana,Herrera,1956-06-26,F,Calera,FONASA,2026-02-28 12:35:40.556666
2330,13.332.842-4,Gonzalo,Solís,1994-07-16,M,Graneros,NINGUNA,2026-02-28 12:35:40.560000
2331,17.800.543-K,Rodrigo,Ortega,1975-06-27,M,Litueche,ISAPRE,2026-02-28 12:35:40.560000
2332,19.843.168-0,Flavio,Sáez,1982-11-09,M,Quellón,FONASA,2026-02-28 12:35:40.560000
2333,21.496.777-4,Javier,Cabezas,1944-10-05,M,Cochrane,FONASA,2026-02-28 12:35:40.563333
2334,9.749.026-0,Juan,Donoso,2003-11-06,M,Quemchi,FONASA,2026-02-28 12:35:40.566666
2335,8.078.934-3,Carlos,Villagrán,1951-10-26,M,Curaco de Vélez,NINGUNA,2026-02-28 12:35:40.570000
2336,12.929.252-0,Jorge,Pérez,1974-07-13,M,Macul,FONASA,2026-02-28 12:35:40.573333
2337,20.672.411-0,Constanza,González,1961-03-12,F,Curicó,FONASA,2026-02-28 12:35:40.576666
2338,13.218.317-1,Alberto,Rebolledo,1968-11-07,M,Quillón,FONASA,2026-02-28 12:35:40.580000
2339,15.170.372-0,Fernando,Bravo,1959-06-02,M,Quemchi,NINGUNA,2026-02-28 12:35:40.580000
2340,11.757.896-8,Natalia,Uribe,1958-07-02,F,Coronel,ISAPRE,2026-02-28 12:35:40.580000
2341,17.065.567-2,Guillermo,Vásquez,1967-02-06,M,San Gregorio,ISAPRE,2026-02-28 12:35:40.583333
2342,20.794.523-4,César,Vera,1970-01-13,M,Nogales,ISAPRE,2026-02-28 12:35:40.586666
2343,10.230.413-6,Mirtha,Candia,1995-10-10,F,Bulnes,ISAPRE,2026-02-28 12:35:40.586666
2344,17.798.308-K,César,Ramírez,1969-01-31,M,Curacautín,FONASA,2026-02-28 12:35:40.590000
2345,24.971.039-3,Alicia,Baez,1976-07-22,F,Puerto Octay,FONASA,2026-02-28 12:35:40.590000
2346,13.633.277-5,Juan,Vega,1965-11-21,M,Litueche,ISAPRE,2026-02-28 12:35:40.596666
2347,20.220.394-9,María,Flores,1959-04-10,F,El Quisco,ISAPRE,2026-02-28 12:35:40.596666
2348,7.413.894-2,Josefina,Arce,1962-09-04,F,Peñaflor,FONASA,2026-02-28 12:35:40.600000
2349,11.567.130-8,Sonia,Núñez,1950-07-12,F,Iquique,FONASA,2026-02-28 12:35:40.603333
2350,5.430.646-6,Gabriel,Santibáñez,1998-08-20,M,San Esteban,NINGUNA,2026-02-28 12:35:40.606666
2351,21.490.450-0,Valentina,Espinoza,1967-07-13,F,Yumbel,ISAPRE,2026-02-28 12:35:40.606666
2352,17.520.665-5,Carolina,Trujillo,1966-02-18,F,Pozo Almonte,ISAPRE,2026-02-28 12:35:40.613333
2353,24.740.374-4,Zulema,Tapia,1944-11-05,F,Santiago,ISAPRE,2026-02-28 12:35:40.613333
2354,9.176.772-4,Pedro,Cárdenas,1966-03-09,M,Santa Cruz,NINGUNA,2026-02-28 12:35:40.620000
2355,11.517.216-6,Rafael,Pérez,1991-12-02,M,Pirque,ISAPRE,2026-02-28 12:35:40.620000
2356,16.696.359-1,Bárbara,Miranda,1974-09-05,F,Los Vilos,NINGUNA,2026-02-28 12:35:40.623333
2357,17.354.088-4,María,Carvajal,1987-05-24,F,Llaillay,FONASA,2026-02-28 12:35:40.623333
2358,19.228.432-5,Valentina,Rebolledo,1990-01-23,F,Melipilla,FONASA,2026-02-28 12:35:40.626666
2359,21.029.809-6,Alex,Avilés,1942-05-07,M,Lanco,ISAPRE,2026-02-28 12:35:40.630000
2360,9.962.173-7,Joaquín,Quezada,1957-10-13,M,San Pablo,NINGUNA,2026-02-28 12:35:40.633333
2361,9.944.829-6,Isabella,Rivas,1957-04-21,F,Parral,FONASA,2026-02-28 12:35:40.636666
2362,5.413.974-8,Lucas,González,1947-12-11,M,El Bosque,FONASA,2026-02-28 12:35:40.640000
2363,18.343.487-K,Ingrid,Saavedra,1988-01-18,F,Santiago,NINGUNA,2026-02-28 12:35:40.643333
2364,22.399.215-3,Carlos,Lorca,2001-12-02,M,La Estrella,FONASA,2026-02-28 12:35:40.646666
2365,10.564.116-8,Lilian,Fuentes,1996-06-18,F,Antofagasta,ISAPRE,2026-02-28 12:35:40.646666
2366,15.140.805-2,Silvia,González,1974-01-25,F,Cauquenes,NINGUNA,2026-02-28 12:35:40.650000
2367,24.665.573-1,Constanza,Hernández,1960-12-15,F,San Pablo,NINGUNA,2026-02-28 12:35:40.653333
2368,7.982.097-0,Nancy,Arroyo,1947-06-09,F,Alto Hospicio,NINGUNA,2026-02-28 12:35:40.656666
2369,9.788.669-5,Daniela,Lagos,1958-04-22,F,Molina,NINGUNA,2026-02-28 12:35:40.660000
2370,18.353.664-8,Julián,Ahumada,1987-07-26,M,Pemuco,ISAPRE,2026-02-28 12:35:40.663333
2371,10.650.522-5,Felipe,Medina,1995-07-22,M,Parral,ISAPRE,2026-02-28 12:35:40.663333
2372,8.250.440-0,Claudio,Verdugo,1944-10-01,M,Quilaco,NINGUNA,2026-02-28 12:35:40.670000
2373,22.614.801-9,María,Soto,1968-05-13,F,Romeral,NINGUNA,2026-02-28 12:35:40.670000
2374,19.460.268-5,Susana,González,1951-08-12,F,Constitución,FONASA,2026-02-28 12:35:40.673333
2375,11.254.547-6,María,Reyes,1987-11-29,F,Papudo,FONASA,2026-02-28 12:35:40.673333
2376,21.323.266-5,Norman,Gaete,1952-05-20,M,San José de Maipo,NINGUNA,2026-02-28 12:35:40.680000
2377,20.121.666-4,Jorge,Pérez,1978-08-04,M,Requínoa,FONASA,2026-02-28 12:35:40.680000
2378,11.742.456-1,Mateo,Moreno,1944-01-06,M,San Bernardo,NINGUNA,2026-02-28 12:35:40.683333
2379,11.438.586-7,Francisco,Sánchez,1957-08-25,M,Calle Larga,ISAPRE,2026-02-28 12:35:40.686666
2380,8.663.991-2,Hortensia,González,1999-02-03,F,Futaleufú,NINGUNA,2026-02-28 12:35:40.690000
2381,7.677.972-4,José,Ferrada,1959-12-12,M,Chillán,FONASA,2026-02-28 12:35:40.693333
2382,9.183.619-K,Paz,Sanhueza,1958-10-31,F,San Felipe,FONASA,2026-02-28 12:35:40.700000
2383,5.995.447-4,Jessica,Valdés,1979-11-08,F,Nancagua,FONASA,2026-02-28 12:35:40.700000
2384,21.280.420-7,María,Montero,1985-10-13,F,Catemu,FONASA,2026-02-28 12:35:40.700000
2385,7.048.715-2,Juan,Pérez,1958-02-08,M,Pitrufquén,FONASA,2026-02-28 12:35:40.703333
2386,8.249.473-1,José,Muñoz,1954-05-13,M,Retiro,NINGUNA,2026-02-28 12:35:40.710000
2387,17.605.252-K,Juan,Muñoz,1981-01-12,M,Pirque,NINGUNA,2026-02-28 12:35:40.710000
2388,21.304.976-3,Alondra,Montes,1972-03-15,F,San Juan de la Costa,ISAPRE,2026-02-28 12:35:40.713333
2389,16.292.750-7,Fernanda,Cruz,1965-03-25,F,Las Condes,NINGUNA,2026-02-28 12:35:40.720000
2390,15.577.155-0,Victoria,Aravena,1995-08-02,F,Hualañé,FONASA,2026-02-28 12:35:40.720000
2391,18.370.479-6,Berta,Segura,1965-10-02,F,Peñaflor,NINGUNA,2026-02-28 12:35:40.723333
2392,16.946.358-1,Manuel,Ibarra,1999-05-31,M,San Esteban,ISAPRE,2026-02-28 12:35:40.723333
2393,5.103.504-6,Leonardo,Barraza,1971-02-03,M,Aisén,NINGUNA,2026-02-28 12:35:40.730000
2394,9.659.470-4,Krishna,Lagos,1941-09-30,F,El Carmen,NINGUNA,2026-02-28 12:35:40.733333
2395,22.804.966-2,Darwin,Peña,1959-01-07,M,Contulmo,NINGUNA,2026-02-28 12:35:40.733333
2396,17.362.455-7,Jorge,Opazo,1970-10-02,M,General Lagos,NINGUNA,2026-02-28 12:35:40.740000
2397,22.277.646-5,Ana,Ramírez,1968-02-11,F,Curacaví,NINGUNA,2026-02-28 12:35:40.743333
2398,5.104.995-0,Miguel,Parada,1983-06-03,M,Negrete,ISAPRE,2026-02-28 12:35:40.746666
2399,17.086.494-8,Segundo,Cortés,1999-06-09,M,Curaco de Vélez,FONASA,2026-02-28 12:35:40.750000
2400,19.908.440-2,Yenny,Arias,1955-11-23,F,Laja,NINGUNA,2026-02-28 12:35:40.750000
2401,18.427.315-2,Agustina,Venegas,1990-04-21,F,Cerro Navia,NINGUNA,2026-02-28 12:35:40.756666
2402,16.688.148-K,Gael,Bravo,1969-02-12,M,Combarbalá,ISAPRE,2026-02-28 12:35:40.756666
2403,17.913.709-7,Juan,Flores,1959-12-31,M,San Vicente,NINGUNA,2026-02-28 12:35:40.756666
2404,9.803.700-4,Jean,Cárdenas,1999-03-12,M,Lago Verde,NINGUNA,2026-02-28 12:35:40.760000
2405,9.290.315-K,Matheo,Araya,1973-11-18,M,Saavedra,FONASA,2026-02-28 12:35:40.763333
2406,23.412.882-5,Claudina,Gálvez,1999-07-12,F,Bulnes,ISAPRE,2026-02-28 12:35:40.763333
2407,19.974.896-3,Juan,Godoy,2004-12-27,M,San Felipe,FONASA,2026-02-28 12:35:40.766666
2408,23.141.804-0,Rosa,Rojas,1956-05-23,F,Lolol,FONASA,2026-02-28 12:35:40.770000
2409,10.718.782-0,Lorenzo,Contreras,1991-04-05,M,Santa Cruz,NINGUNA,2026-02-28 12:35:40.773333
2410,8.538.975-0,Benjamín,Bobadilla,1969-08-05,M,Putaendo,NINGUNA,2026-02-28 12:35:40.776666
2411,10.376.603-6,Franklin,Cancino,2003-03-21,M,Paredones,ISAPRE,2026-02-28 12:35:40.780000
2412,14.407.248-0,Mónica,Canales,1954-12-30,F,Quinchao,NINGUNA,2026-02-28 12:35:40.783333
2413,20.982.053-6,Stephanie,Rodríguez,2004-09-30,F,Colina,NINGUNA,2026-02-28 12:35:40.786666
2414,9.555.229-3,Tomás,Castillo,2002-10-16,M,La Cruz,NINGUNA,2026-02-28 12:35:40.790000
2415,8.034.721-9,Andrea,Rivera,1994-02-19,F,Purén,NINGUNA,2026-02-28 12:35:40.790000
2416,12.509.690-5,Zoila,González,2003-05-29,F,Ancud,NINGUNA,2026-02-28 12:35:40.793333
2417,16.516.746-5,David,Cisternas,1965-08-27,M,El Carmen,NINGUNA,2026-02-28 12:35:40.796666
2418,23.854.233-2,Solange,Ramírez,2005-10-02,F,Quillota,ISAPRE,2026-02-28 12:35:40.796666
2419,12.501.121-7,Mario,Espinoza,1957-08-18,M,Tortel,FONASA,2026-02-28 12:35:40.800000
2420,7.942.064-6,Monserrat,Figueroa,1947-07-31,F,San Miguel,FONASA,2026-02-28 12:35:40.803333
2421,24.870.950-2,Marcela,Miranda,2003-10-11,F,Río Bueno,FONASA,2026-02-28 12:35:40.803333
2422,24.221.287-8,Jorge,Hermosilla,1965-01-09,M,Villarrica,FONASA,2026-02-28 12:35:40.806666
2423,17.757.230-6,Ana,Rodríguez,1979-04-05,F,Huasco,NINGUNA,2026-02-28 12:35:40.810000
2424,15.428.681-0,Yonatan,Huerta,1944-03-18,M,Lo Barnechea,NINGUNA,2026-02-28 12:35:40.816666
2425,18.024.002-0,Hernán,Ortiz,1968-10-31,M,La Serena,ISAPRE,2026-02-28 12:35:40.820000
2426,9.238.171-4,María,Pavez,1975-05-15,F,Hualqui,NINGUNA,2026-02-28 12:35:40.820000
2427,8.576.430-6,Jesús,Vidal,1966-11-25,M,Combarbalá,FONASA,2026-02-28 12:35:40.823333
2428,15.600.725-0,María,Ramírez,1949-11-05,F,Hualañé,ISAPRE,2026-02-28 12:35:40.826666
2429,21.771.601-2,Orlando,Ormeño,1986-04-10,M,Alto Hospicio,ISAPRE,2026-02-28 12:35:40.826666
2430,14.509.085-7,Héctor,Gallardo,1949-12-04,M,Coihaique,NINGUNA,2026-02-28 12:35:40.830000
2431,15.742.094-1,Mario,Castro,1961-01-07,M,Molina,NINGUNA,2026-02-28 12:35:40.830000
2432,14.175.544-7,Gabriel,Muñoz,1997-09-06,M,Cañete,NINGUNA,2026-02-28 12:35:40.830000
2433,12.237.860-8,Génesis,Castillo,1973-09-07,F,San Felipe,ISAPRE,2026-02-28 12:35:40.833333
2434,6.973.422-7,Yolanda,Uribe,1995-02-18,F,Colchane,ISAPRE,2026-02-28 12:35:40.840000
2435,12.067.002-6,Carlos,Osses,1997-09-16,M,Ovalle,NINGUNA,2026-02-28 12:35:40.840000
2436,6.763.832-8,José,Salgado,2002-10-27,M,Ñuñoa,FONASA,2026-02-28 12:35:40.843333
2437,18.146.890-4,Leonor,Godoy,1960-05-09,F,El Bosque,NINGUNA,2026-02-28 12:35:40.846666
2438,5.723.628-0,Alejandro,Silva,1977-04-15,M,Puqueldón,ISAPRE,2026-02-28 12:35:40.850000
2439,19.174.649-K,Andrea,Oñate,1986-02-17,F,San Fernando,ISAPRE,2026-02-28 12:35:40.850000
2440,18.131.953-4,Mariana,Garay,1966-08-11,F,Colina,FONASA,2026-02-28 12:35:40.850000
2441,14.474.566-3,Agustina,Peñaloza,1987-05-22,F,Palmilla,FONASA,2026-02-28 12:35:40.853333
2442,8.265.502-6,Inés,Castro,1948-11-27,F,Melipeuco,ISAPRE,2026-02-28 12:35:40.856666
2443,15.203.030-4,Gonzalo,Silva,1971-02-19,M,Lautaro,NINGUNA,2026-02-28 12:35:40.860000
2444,24.366.189-7,Cristian,Alvarado,1949-05-12,M,Viña del Mar,ISAPRE,2026-02-28 12:35:40.860000
2445,14.767.076-1,Mia,Cruz,2001-01-20,F,San Pedro,FONASA,2026-02-28 12:35:40.866666
2446,12.319.445-4,Arturo,García,1994-09-26,M,Alto Hospicio,NINGUNA,2026-02-28 12:35:40.866666
2447,5.306.436-1,Marco,Medina,1964-08-25,M,Sierra Gorda,NINGUNA,2026-02-28 12:35:40.870000
2448,9.952.817-6,Diego,Ramírez,1965-08-16,M,Quilicura,ISAPRE,2026-02-28 12:35:40.873333
2449,6.890.171-5,Alejandro,Palma,1946-07-15,M,Camarones,ISAPRE,2026-02-28 12:35:40.873333
2450,11.027.479-3,Hilda,Barrera,2004-04-23,F,Nogales,FONASA,2026-02-28 12:35:40.873333
2451,22.295.134-8,Esteban,Tello,1984-03-28,M,O'Higgins,ISAPRE,2026-02-28 12:35:40.876666
2452,9.985.125-2,Andrea,Matus,1982-08-31,F,La Estrella,NINGUNA,2026-02-28 12:35:40.880000
2453,13.220.869-7,Antonia,Acevedo,1942-04-24,F,Quilicura,FONASA,2026-02-28 12:35:40.883333
2454,18.309.190-5,Mateo,Rivera,1973-04-01,M,Pedro Aguirre Cerda,ISAPRE,2026-02-28 12:35:40.886666
2455,17.595.382-5,Gustavo,Fernández,1992-10-17,M,Quilicura,NINGUNA,2026-02-28 12:35:40.890000
2456,20.558.310-6,Guillermo,Araya,1998-11-09,M,Puente Alto,NINGUNA,2026-02-28 12:35:40.893333
2457,14.234.717-2,María,Cuevas,1983-01-11,F,Vallenar,NINGUNA,2026-02-28 12:35:40.896666
2458,17.325.316-8,Dolores,Álvarez,1940-10-15,F,Illapel,FONASA,2026-02-28 12:35:40.896666
2459,7.772.837-6,José,Jiménez,1948-04-21,M,La Cisterna,ISAPRE,2026-02-28 12:35:40.900000
2460,5.772.649-0,Milovan,Muñoz,1979-12-08,M,Nancagua,NINGUNA,2026-02-28 12:35:40.900000
2461,14.184.680-9,Ramona,Valdivia,1987-03-17,F,San Esteban,NINGUNA,2026-02-28 12:35:40.903333
2462,24.893.718-1,Fernando,Vargas,1952-04-28,M,Curepto,ISAPRE,2026-02-28 12:35:40.906666
2463,19.551.096-2,Regina,González,1960-04-20,F,Puyehue,NINGUNA,2026-02-28 12:35:40.910000
2464,8.336.694-K,Jorge,Alarcón,1962-02-17,M,El Monte,FONASA,2026-02-28 12:35:40.910000
2465,18.600.635-6,Alfonso,Baeza,1995-04-25,M,Sierra Gorda,NINGUNA,2026-02-28 12:35:40.913333
2466,18.213.619-0,Rafael,Sanhueza,1977-11-02,M,San Gregorio,NINGUNA,2026-02-28 12:35:40.920000
2467,7.145.190-9,Florencia,Medina,1975-04-24,F,Maule,NINGUNA,2026-02-28 12:35:40.920000
2468,11.961.328-0,Pablo,Cabello,2005-09-18,M,Quilaco,NINGUNA,2026-02-28 12:35:40.920000
