hospitalizacion_id,rut,nombre_completo,fecha_nacimiento,sexo,comuna,prevision,fecha_ingreso,fecha_egreso,motivo_egreso,medico_responsable,dias_estadia,numero_cama,servicio,tipo_cama,codigo_cie10,diagnostico,categoria_diagnostico,edad_ingreso,grupo_etario
3884,19.261.400-7,Elizabeth Santana,2000-06-22,F,Curarrehue,ISAPRE,2025-11-22 10:22:30.011789,,En curso,Sofía Córdova,,CAR-522,Cardiología,Media,K35.9,"Apendicitis aguda, no especificada",Digestivo,25,15-29
3885,20.566.796-2,José Venegas,1965-01-22,M,San Ignacio,NINGUNA,2025-08-11 18:21:08.011789,,En curso,Isabel Espinosa,,UCI-183,UCI,Alta Complejidad,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,60,60-74
3886,19.964.360-6,Jorge Olmos,1964-04-27,M,Papudo,FONASA,2025-07-17 18:44:35.011789,2025-07-21 18:44:35.011789,Fallecimiento,Juan Patricio Núñez Letelier,4.0,TRA-130,Traumatología,Básica,N39.0,"Infección urinaria, sitio no especificado",Urológico,61,60-74
3887,11.116.318-9,Montserrat Vega,1951-12-07,F,Purén,NINGUNA,2026-01-28 08:41:03.011789,2026-02-15 08:41:03.011789,Fallecimiento,Mariana Evelyn Castro Saldaña,18.0,UCI-487,UCI,Básica,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,74,60-74
3888,21.043.696-0,Daniela Hernández,1969-09-03,F,San Rafael,ISAPRE,2026-02-26 08:10:25.011789,2026-03-11 08:10:25.011789,Fallecimiento,María Patricia Araya Gatica,13.0,CAR-081,Cardiología,Básica,J44.1,EPOC con exacerbación aguda,Respiratorio,56,45-59
3889,13.141.837-K,Ana Badilla,1979-06-28,F,Andacollo,NINGUNA,2026-02-06 07:05:51.011789,2026-02-10 07:05:51.011789,Alta voluntaria,Rodrigo Modesto Acevedo Villagra,4.0,CAR-403,Cardiología,Alta Complejidad,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,46,45-59
3890,13.670.359-5,Andrés Urzúa,1993-09-26,M,Paillaco,ISAPRE,2025-10-14 11:56:40.011789,2025-10-21 11:56:40.011789,Traslado,Juan Patricio Núñez Letelier,7.0,MED-441,Medicina Interna,Media,K35.9,"Apendicitis aguda, no especificada",Digestivo,32,30-44
3891,11.774.315-2,Jorge Soto,1969-11-18,M,Lebu,ISAPRE,2025-09-14 21:13:08.011789,2025-09-27 21:13:08.011789,Alta voluntaria,Gladys Carrasco Aguilar,13.0,CIR-216,Cirugía,Básica,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,55,45-59
3892,18.472.791-9,Oscar Vega,1962-05-15,M,Puerto Varas,FONASA,2025-11-04 13:22:26.011789,2025-11-23 13:22:26.011789,Alta voluntaria,María Patricia Araya Gatica,19.0,UCI-398,UCI,Alta Complejidad,K92.1,Melena,Digestivo,63,60-74
3893,5.723.628-0,Alejandro Silva,1977-04-15,M,Puqueldón,ISAPRE,2025-09-05 07:13:28.011789,2025-09-22 07:13:28.011789,Alta voluntaria,Rodrigo Modesto Acevedo Villagra,17.0,UCI-103,UCI,Alta Complejidad,N39.0,"Infección urinaria, sitio no especificado",Urológico,48,45-59
3894,19.478.630-1,Emilio Inostroza,1975-07-11,M,Río Bueno,ISAPRE,2025-04-02 15:24:34.011789,2025-04-10 15:24:34.011789,Alta médica,Sofía Córdova,8.0,CIR-421,Cirugía,Básica,S72.0,Fractura de cuello de fémur,Traumatológico,49,45-59
3895,15.076.477-7,Vania Arce,1946-04-03,F,Ercilla,NINGUNA,2025-06-09 10:45:49.011789,2025-06-22 10:45:49.011789,Traslado,Mariana Evelyn Castro Saldaña,13.0,NEU-332,Neurología,Alta Complejidad,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,79,75+
3896,13.742.917-9,María Espinoza,1979-11-06,F,Melipilla,ISAPRE,2025-06-05 18:51:33.011789,2025-06-06 18:51:33.011789,Alta médica,Yuliana Edith Acevedo Urra,1.0,TRA-569,Traumatología,Alta Complejidad,J18.9,"Neumonía, no especificada",Respiratorio,45,45-59
3897,10.295.642-7,Ramón Castillo,1956-12-25,M,Chillán Viejo,NINGUNA,2025-10-14 06:19:49.011789,,En curso,Yuliana Edith Acevedo Urra,,CIR-059,Cirugía,Básica,S72.0,Fractura de cuello de fémur,Traumatológico,68,60-74
3898,6.723.193-7,Fabián Belmar,1979-09-16,M,Lumaco,ISAPRE,2025-05-18 16:08:29.011789,,En curso,María Carrasco,,CAR-522,Cardiología,Media,N39.0,"Infección urinaria, sitio no especificado",Urológico,45,45-59
3899,8.034.721-9,Andrea Rivera,1994-02-19,F,Purén,NINGUNA,2025-08-28 18:28:01.011789,,En curso,Isabel Espinosa,,CAR-091,Cardiología,Media,K35.9,"Apendicitis aguda, no especificada",Digestivo,31,30-44
3900,14.207.958-5,José Riquelme,1962-05-27,M,Treguaco,NINGUNA,2025-05-27 09:08:10.011789,2025-05-28 09:08:10.011789,Alta voluntaria,Pablo Vásquez Sáez,1.0,CIR-474,Cirugía,Alta Complejidad,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,63,60-74
3901,15.715.026-K,Liam Henríquez,1998-08-26,M,Pica,FONASA,2025-08-08 00:09:24.011789,2025-08-22 00:09:24.011789,Alta voluntaria,Ángela Amanda Moya Sandoval,14.0,NEU-365,Neurología,Alta Complejidad,S72.0,Fractura de cuello de fémur,Traumatológico,26,15-29
3902,6.763.832-8,José Salgado,2002-10-27,M,Ñuñoa,FONASA,2025-07-23 15:51:15.011789,2025-08-02 15:51:15.011789,Traslado,Juan Patricio Núñez Letelier,10.0,UCI-183,UCI,Alta Complejidad,J18.9,"Neumonía, no especificada",Respiratorio,22,15-29
3903,15.983.639-8,Patricia Rozas,1949-10-01,F,El Quisco,FONASA,2025-03-01 05:59:44.011789,2025-03-02 05:59:44.011789,Alta médica,Rodrigo Modesto Acevedo Villagra,1.0,CIR-417,Cirugía,Alta Complejidad,S72.0,Fractura de cuello de fémur,Traumatológico,75,75+
3904,24.389.189-2,Emilio Varas,1969-02-01,M,Purranque,NINGUNA,2025-03-07 16:42:35.011789,2025-03-12 16:42:35.011789,Fallecimiento,Josefa Espinoza Jara,5.0,CIR-478,Cirugía,Básica,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,56,45-59
3905,18.892.915-K,Florencia Roa,1943-02-04,F,Timaukel,ISAPRE,2026-01-30 09:47:47.011789,2026-02-12 09:47:47.011789,Traslado,George Pedro Álvarez Valenzuela,13.0,CIR-214,Cirugía,Alta Complejidad,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,83,75+
3906,10.400.732-5,Isaac Toledo,1952-07-09,M,Pedro Aguirre Cerda,FONASA,2026-01-20 09:07:52.011789,2026-01-24 09:07:52.011789,Traslado,Mariana Evelyn Castro Saldaña,4.0,MED-313,Medicina Interna,Básica,A09.9,Gastroenteritis infecciosa,Infectológico,73,60-74
3907,23.888.603-1,Alejandra Montenegro,1960-05-26,F,Hualañé,ISAPRE,2026-01-27 07:55:21.011789,2026-02-15 07:55:21.011789,Fallecimiento,Juan Patricio Núñez Letelier,19.0,TRA-114,Traumatología,Alta Complejidad,G40.9,"Epilepsia, no especificada",Neurológico,65,60-74
3908,12.601.523-2,Luis Alarcón,1949-05-12,M,Chonchi,FONASA,2025-10-04 20:30:30.011789,2025-10-07 20:30:30.011789,Alta médica,Ángela Amanda Moya Sandoval,3.0,CIR-429,Cirugía,Alta Complejidad,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,76,75+
3909,7.642.507-8,Natalia Cartes,2000-03-27,F,Llanquihue,NINGUNA,2025-09-04 15:46:33.011789,2025-09-05 15:46:33.011789,Traslado,Yuliana Edith Acevedo Urra,1.0,NEU-585,Neurología,Básica,N39.0,"Infección urinaria, sitio no especificado",Urológico,25,15-29
3910,23.126.622-4,Raúl Durán,1957-01-21,M,Nancagua,FONASA,2025-07-31 05:53:30.011789,2025-08-20 05:53:30.011789,Fallecimiento,María Carrasco,20.0,CIR-479,Cirugía,Básica,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,68,60-74
3911,19.196.678-3,Patricia Concha,1951-03-05,F,San Antonio,NINGUNA,2025-05-01 00:39:54.011789,2025-05-12 00:39:54.011789,Fallecimiento,Rodrigo Modesto Acevedo Villagra,11.0,CAR-048,Cardiología,Básica,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,74,60-74
3912,8.398.744-8,Mario Pérez,2001-07-27,M,La Granja,ISAPRE,2025-11-21 02:42:31.011789,2025-11-23 02:42:31.011789,Traslado,María Carrasco,2.0,MED-547,Medicina Interna,Alta Complejidad,A09.9,Gastroenteritis infecciosa,Infectológico,24,15-29
3913,8.367.677-9,Valentina Vargas,1999-06-28,F,Panquehue,ISAPRE,2025-09-07 01:00:59.011789,2025-09-19 01:00:59.011789,Traslado,Gladys Carrasco Aguilar,12.0,CIR-031,Cirugía,Alta Complejidad,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,26,15-29
3914,8.985.127-0,Belén Torres,1980-12-08,F,Castro,ISAPRE,2025-12-01 10:52:29.011789,2025-12-12 10:52:29.011789,Traslado,Mariana Evelyn Castro Saldaña,11.0,TRA-363,Traumatología,Alta Complejidad,J44.1,EPOC con exacerbación aguda,Respiratorio,45,45-59
3915,11.238.554-1,Yessica Zúñiga,1956-07-18,F,Río Negro,FONASA,2025-08-22 22:04:11.011789,2025-09-10 22:04:11.011789,Fallecimiento,Isabel Espinosa,19.0,MED-352,Medicina Interna,Básica,B34.9,"Infección viral, no especificada",Infectológico,69,60-74
3916,22.513.989-K,Claudio Torres,1985-03-14,M,San Pedro,NINGUNA,2025-08-03 23:02:18.011789,2025-08-21 23:02:18.011789,Alta médica,Yuliana Edith Acevedo Urra,18.0,CAR-372,Cardiología,Básica,G40.9,"Epilepsia, no especificada",Neurológico,40,30-44
3917,24.783.718-3,Jorge Cortés,1989-11-23,M,Puyehue,ISAPRE,2025-07-06 14:12:14.011789,2025-07-26 14:12:14.011789,Fallecimiento,Silvia Barraza Mellado,20.0,CAR-403,Cardiología,Alta Complejidad,K35.9,"Apendicitis aguda, no especificada",Digestivo,35,30-44
3918,23.931.715-4,Luis Orellana,1966-07-02,M,Toltén,FONASA,2026-01-04 22:49:01.011789,2026-01-21 22:49:01.011789,Traslado,Pablo Vásquez Sáez,17.0,UCI-076,UCI,Media,I10.X,Hipertensión esencial primaria,Cardiovascular,59,45-59
3919,17.557.924-9,Evelin Soto,1961-08-20,F,Melipeuco,NINGUNA,2026-02-15 17:50:16.011789,2026-02-26 17:50:16.011789,Alta médica,David Palacios,11.0,TRA-465,Traumatología,Media,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,64,60-74
3920,20.870.810-4,David Gallardo,1994-10-28,M,Padre Hurtado,FONASA,2025-08-08 04:08:42.011789,2025-08-11 04:08:42.011789,Traslado,Isabel Espinosa,3.0,CAR-481,Cardiología,Alta Complejidad,N39.0,"Infección urinaria, sitio no especificado",Urológico,30,30-44
3921,23.947.189-7,Valentina Calderón,1964-11-18,F,Futaleufú,NINGUNA,2025-08-18 14:00:34.011789,2025-08-30 14:00:34.011789,Traslado,Yuliana Edith Acevedo Urra,12.0,CIR-439,Cirugía,Básica,G40.9,"Epilepsia, no especificada",Neurológico,60,60-74
3922,9.446.197-9,Juan Quinteros,1945-12-09,M,Los Ángeles,FONASA,2025-04-11 16:04:47.011789,2025-04-22 16:04:47.011789,Fallecimiento,Gladys Carrasco Aguilar,11.0,UCI-477,UCI,Básica,A09.9,Gastroenteritis infecciosa,Infectológico,79,75+
3923,15.238.062-3,Maximiliano Pérez,1970-08-17,M,Dalcahue,ISAPRE,2025-10-05 01:33:09.011789,2025-10-14 01:33:09.011789,Fallecimiento,Ángela Amanda Moya Sandoval,9.0,MED-410,Medicina Interna,Básica,J44.1,EPOC con exacerbación aguda,Respiratorio,55,45-59
3924,12.071.172-5,Ángel Droguett,1996-05-01,M,San Javier,FONASA,2025-09-03 00:55:15.011789,2025-09-17 00:55:15.011789,Alta voluntaria,George Pedro Álvarez Valenzuela,14.0,MED-256,Medicina Interna,Básica,N39.0,"Infección urinaria, sitio no especificado",Urológico,29,15-29
3925,9.156.483-1,Karen Cabello,1986-05-09,F,Casablanca,FONASA,2025-10-29 09:07:38.011789,2025-10-31 09:07:38.011789,Alta médica,Yuliana Edith Acevedo Urra,2.0,NEU-447,Neurología,Básica,K35.9,"Apendicitis aguda, no especificada",Digestivo,39,30-44
3926,15.766.958-3,Marcial Soto,1953-08-24,M,Chonchi,FONASA,2025-12-14 18:45:53.011789,2025-12-21 18:45:53.011789,Traslado,María Patricia Araya Gatica,7.0,UCI-477,UCI,Básica,K35.9,"Apendicitis aguda, no especificada",Digestivo,72,60-74
3927,5.954.374-1,Ricardo González,1948-02-14,M,Santiago,ISAPRE,2025-12-19 08:45:17.011789,2025-12-20 08:45:17.011789,Alta médica,Gladys Carrasco Aguilar,1.0,MED-595,Medicina Interna,Media,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,77,75+
3928,12.901.586-1,Belén Cárdenas,1982-01-12,F,Santiago,ISAPRE,2025-11-02 22:57:36.011789,2025-11-16 22:57:36.011789,Alta voluntaria,María Carrasco,14.0,UCI-448,UCI,Básica,J44.1,EPOC con exacerbación aguda,Respiratorio,43,30-44
3929,24.634.683-6,Gustavo Morales,1997-03-17,M,Ovalle,NINGUNA,2025-08-06 15:51:24.011789,2025-08-23 15:51:24.011789,Alta voluntaria,Gladys Carrasco Aguilar,17.0,CAR-248,Cardiología,Alta Complejidad,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,28,15-29
3930,7.528.436-5,David Aburto,1952-01-20,M,Hualañé,NINGUNA,2025-02-28 19:16:33.011789,2025-03-01 19:16:33.011789,Traslado,Juan Patricio Núñez Letelier,1.0,MED-158,Medicina Interna,Media,E86.0,Deshidratación,Metabólico,73,60-74
3931,20.737.552-7,Elisa Castillo,2001-07-07,F,Concón,FONASA,2025-04-30 20:43:51.011789,2025-05-19 20:43:51.011789,Alta voluntaria,María Carrasco,19.0,TRA-539,Traumatología,Media,N39.0,"Infección urinaria, sitio no especificado",Urológico,23,15-29
3932,7.902.633-6,Alejandra Cortés,1959-02-27,F,Chañaral,ISAPRE,2025-08-19 12:29:25.011789,2025-08-20 12:29:25.011789,Traslado,Josefa Espinoza Jara,1.0,TRA-353,Traumatología,Media,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,66,60-74
3933,19.893.193-4,Claudia Sepúlveda,1973-04-03,F,Putaendo,FONASA,2025-12-26 06:00:32.011789,2026-01-03 06:00:32.011789,Alta voluntaria,Pablo Vásquez Sáez,8.0,TRA-160,Traumatología,Básica,S72.0,Fractura de cuello de fémur,Traumatológico,52,45-59
3934,19.478.630-1,Emilio Inostroza,1975-07-11,M,Río Bueno,ISAPRE,2025-08-26 04:06:32.011789,2025-09-14 04:06:32.011789,Alta médica,David Palacios,19.0,TRA-075,Traumatología,Alta Complejidad,J44.1,EPOC con exacerbación aguda,Respiratorio,50,45-59
3935,23.416.387-6,Carlos Rivas,1971-05-22,M,Peñaflor,NINGUNA,2026-01-07 08:39:55.011789,2026-01-14 08:39:55.011789,Alta voluntaria,George Pedro Álvarez Valenzuela,7.0,TRA-541,Traumatología,Media,B34.9,"Infección viral, no especificada",Infectológico,54,45-59
3936,6.610.726-4,Fernando Riquelme,2004-06-14,M,El Bosque,ISAPRE,2025-06-09 17:55:54.011789,2025-06-24 17:55:54.011789,Traslado,Yuliana Edith Acevedo Urra,15.0,MED-322,Medicina Interna,Alta Complejidad,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,21,15-29
3937,17.402.984-9,José Castro,1979-09-01,M,Río Hurtado,NINGUNA,2025-06-06 02:28:58.011789,2025-06-07 02:28:58.011789,Fallecimiento,María Carrasco,1.0,TRA-180,Traumatología,Básica,S72.0,Fractura de cuello de fémur,Traumatológico,45,45-59
3938,24.614.581-4,Almendra Salas,1965-12-05,F,Huara,NINGUNA,2025-12-04 15:11:30.011789,2025-12-16 15:11:30.011789,Alta voluntaria,Silvia Barraza Mellado,12.0,CIR-194,Cirugía,Básica,B34.9,"Infección viral, no especificada",Infectológico,60,60-74
3939,6.287.363-9,Karina Mondaca,1958-08-20,F,La Unión,FONASA,2025-07-06 21:13:24.011789,2025-07-10 21:13:24.011789,Traslado,Mariana Evelyn Castro Saldaña,4.0,CIR-480,Cirugía,Básica,N39.0,"Infección urinaria, sitio no especificado",Urológico,66,60-74
3940,8.932.818-7,Luis Olivares,1963-04-30,M,Paine,ISAPRE,2025-04-19 03:35:14.011789,2025-05-05 03:35:14.011789,Alta médica,Constanza Reyes Toro,16.0,CAR-185,Cardiología,Alta Complejidad,J44.1,EPOC con exacerbación aguda,Respiratorio,62,60-74
3941,20.420.627-9,Consuelo Contreras,1957-05-17,F,Pichilemu,NINGUNA,2025-03-20 14:55:36.011789,2025-03-23 14:55:36.011789,Fallecimiento,Ian José Orellana Cisternas,3.0,CIR-187,Cirugía,Media,J44.1,EPOC con exacerbación aguda,Respiratorio,67,60-74
3942,10.679.614-9,Javiera Altamirano,1949-07-10,F,Licantén,NINGUNA,2025-12-31 08:16:03.011789,2026-01-01 08:16:03.011789,Alta médica,Sofía Córdova,1.0,CAR-400,Cardiología,Media,B34.9,"Infección viral, no especificada",Infectológico,76,75+
3943,17.099.466-3,Andrea Pérez,2003-01-11,F,Longaví,ISAPRE,2025-08-22 13:50:15.011789,2025-09-08 13:50:15.011789,Fallecimiento,María Carrasco,17.0,NEU-586,Neurología,Media,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,22,15-29
3944,16.723.088-1,Juan Sepúlveda,1963-11-22,M,San Ramón,NINGUNA,2025-10-31 12:06:47.011789,2025-11-16 12:06:47.011789,Fallecimiento,María Patricia Araya Gatica,16.0,TRA-056,Traumatología,Media,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,61,60-74
3945,5.204.876-1,Jacqueline Ortega,1952-05-05,F,Lumaco,FONASA,2025-11-02 14:39:39.011789,,En curso,Rodrigo Modesto Acevedo Villagra,,MED-525,Medicina Interna,Media,E86.0,Deshidratación,Metabólico,73,60-74
3946,23.680.360-0,Said Vergara,2004-07-18,M,Puerto Montt,NINGUNA,2025-04-11 04:49:03.011789,2025-04-22 04:49:03.011789,Alta voluntaria,Gladys Carrasco Aguilar,11.0,CAR-377,Cardiología,Básica,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,20,15-29
3947,18.012.393-8,Julia Ruiz,1993-01-08,F,Valparaíso,FONASA,2025-04-11 22:30:29.011789,2025-04-12 22:30:29.011789,Fallecimiento,Silvia Barraza Mellado,1.0,CIR-202,Cirugía,Media,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,32,30-44
3948,6.076.915-K,José Madariaga,1987-02-07,M,La Cruz,NINGUNA,2025-07-17 17:41:58.011789,2025-07-21 17:41:58.011789,Alta médica,Isabel Espinosa,4.0,CAR-248,Cardiología,Alta Complejidad,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,38,30-44
3949,14.677.384-2,Ángela Herrera,1947-07-01,F,La Reina,FONASA,2025-10-19 23:50:39.011789,2025-10-20 23:50:39.011789,Fallecimiento,Juan Patricio Núñez Letelier,1.0,UCI-549,UCI,Alta Complejidad,J18.9,"Neumonía, no especificada",Respiratorio,78,75+
3950,7.109.270-4,Gerson Allendes,1957-12-27,M,Galvarino,ISAPRE,2026-01-15 04:35:44.011789,2026-02-03 04:35:44.011789,Alta voluntaria,Gladys Carrasco Aguilar,19.0,CAR-209,Cardiología,Básica,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,68,60-74
3951,22.860.379-1,Claudia Pérez,1959-02-16,F,Peñalolén,NINGUNA,2025-06-04 09:53:27.011789,2025-06-19 09:53:27.011789,Alta voluntaria,Sofía Córdova,15.0,NEU-571,Neurología,Media,N39.0,"Infección urinaria, sitio no especificado",Urológico,66,60-74
3952,11.905.669-1,Victoria Hernández,1956-09-09,F,Providencia,NINGUNA,2025-11-01 06:18:36.011789,2025-11-07 06:18:36.011789,Fallecimiento,Pablo Vásquez Sáez,6.0,MED-073,Medicina Interna,Alta Complejidad,J18.9,"Neumonía, no especificada",Respiratorio,69,60-74
3953,5.069.986-2,Leonor San Martín,1948-04-28,F,Coltauco,NINGUNA,2025-11-07 01:16:27.011789,2025-11-27 01:16:27.011789,Alta voluntaria,Josefa Espinoza Jara,20.0,MED-177,Medicina Interna,Básica,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,77,75+
3954,24.477.908-5,Diego Arriagada,1952-03-16,M,Pichilemu,ISAPRE,2025-06-21 05:25:14.011789,2025-06-28 05:25:14.011789,Alta médica,Mariana Evelyn Castro Saldaña,7.0,CAR-580,Cardiología,Media,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,73,60-74
3955,7.526.627-8,Norma Lucero,1949-07-30,F,Freire,FONASA,2025-06-01 06:32:24.011789,2025-06-20 06:32:24.011789,Traslado,Silvia Barraza Mellado,19.0,TRA-363,Traumatología,Alta Complejidad,A09.9,Gastroenteritis infecciosa,Infectológico,75,75+
3956,10.140.454-4,Claudio Lara,1943-06-09,M,Pozo Almonte,NINGUNA,2025-07-27 23:27:16.011789,2025-08-04 23:27:16.011789,Traslado,Isabel Espinosa,8.0,TRA-507,Traumatología,Media,E86.0,Deshidratación,Metabólico,82,75+
3957,13.162.895-1,Alejandra Torres,1991-07-19,F,Tiltil,ISAPRE,2026-02-26 00:33:22.011789,2026-03-01 00:33:22.011789,Fallecimiento,Carlos Francisco Rodríguez Salinas,3.0,MED-203,Medicina Interna,Media,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,34,30-44
3958,11.401.659-4,Martin Cisterna,1941-04-15,M,Cholchol,ISAPRE,2025-03-30 16:36:48.011789,2025-04-16 16:36:48.011789,Alta voluntaria,Ángela Amanda Moya Sandoval,17.0,NEU-295,Neurología,Media,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,84,75+
3959,6.377.038-8,Cristian Gutiérrez,1979-12-01,M,Tocopilla,NINGUNA,2025-08-05 04:42:33.011789,2025-08-21 04:42:33.011789,Alta médica,Sofía Córdova,16.0,CIR-260,Cirugía,Media,G40.9,"Epilepsia, no especificada",Neurológico,45,45-59
3960,18.728.513-5,Manuel Saavedra,1985-10-17,M,Ñiquén,ISAPRE,2026-02-03 04:11:38.011789,2026-02-08 04:11:38.011789,Alta voluntaria,Sofía Córdova,5.0,TRA-317,Traumatología,Alta Complejidad,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,40,30-44
3961,8.713.322-2,Paulino Godoy,1952-11-24,M,Los Vilos,ISAPRE,2025-07-17 08:56:10.011789,2025-07-23 08:56:10.011789,Traslado,Mariana Evelyn Castro Saldaña,6.0,CAR-060,Cardiología,Media,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,72,60-74
3962,13.020.148-2,Pedro Torres,1972-09-18,M,Quinta De Tilcoco,NINGUNA,2025-03-05 13:23:04.011789,2025-03-21 13:23:04.011789,Alta voluntaria,Ian José Orellana Cisternas,16.0,CIR-458,Cirugía,Alta Complejidad,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,52,45-59
3963,18.854.755-9,Erika Sandoval,1952-10-16,F,Treguaco,FONASA,2025-08-30 21:20:21.011789,2025-09-05 21:20:21.011789,Alta voluntaria,Juan Patricio Núñez Letelier,6.0,NEU-295,Neurología,Media,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,72,60-74
3964,17.672.358-0,Eduardo Morales,1975-05-13,M,San Pedro De Atacama,NINGUNA,2025-05-13 01:23:45.011789,,En curso,David Palacios,,UCI-546,UCI,Básica,N39.0,"Infección urinaria, sitio no especificado",Urológico,50,45-59
3965,18.640.297-9,Tamara Hernández,1948-03-19,F,Lampa,NINGUNA,2025-06-09 00:26:39.011789,2025-06-13 00:26:39.011789,Fallecimiento,Isabel Espinosa,4.0,MED-235,Medicina Interna,Básica,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,77,75+
3966,18.084.205-5,Rosalía Rojas,1946-09-20,F,Malloa,ISAPRE,2025-12-22 19:43:56.011789,2026-01-06 19:43:56.011789,Fallecimiento,George Pedro Álvarez Valenzuela,15.0,UCI-155,UCI,Básica,G40.9,"Epilepsia, no especificada",Neurológico,79,75+
3967,9.409.645-6,Gloria Carreño,1947-06-20,F,Colina,FONASA,2025-04-23 16:47:19.011789,2025-05-13 16:47:19.011789,Alta médica,Carlos Francisco Rodríguez Salinas,20.0,CIR-066,Cirugía,Alta Complejidad,K35.9,"Apendicitis aguda, no especificada",Digestivo,77,75+
3968,13.055.752-K,Gastón Baeza,2005-09-02,M,Vilcún,ISAPRE,2025-12-21 09:59:32.011789,,En curso,David Palacios,,NEU-169,Neurología,Alta Complejidad,N39.0,"Infección urinaria, sitio no especificado",Urológico,20,15-29
3969,12.032.665-1,Javiera Sanhueza,1969-07-30,F,Collipulli,ISAPRE,2026-02-10 09:23:52.011789,2026-02-18 09:23:52.011789,Fallecimiento,Mariana Evelyn Castro Saldaña,8.0,NEU-178,Neurología,Básica,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,56,45-59
3970,7.957.148-2,Javiera Quintana,1969-09-19,F,Toltén,FONASA,2025-06-19 22:13:13.011789,2025-07-05 22:13:13.011789,Alta médica,Mariana Evelyn Castro Saldaña,16.0,NEU-459,Neurología,Media,B34.9,"Infección viral, no especificada",Infectológico,55,45-59
3971,24.595.205-8,Jeniffer García,1984-03-19,F,Lago Verde,FONASA,2025-12-17 03:32:47.011789,,En curso,Constanza Reyes Toro,,CAR-045,Cardiología,Básica,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,41,30-44
3972,17.126.481-2,Marisol Pino,2002-02-09,F,Los Álamos,FONASA,2025-12-11 01:27:28.011789,2025-12-14 01:27:28.011789,Traslado,Sofía Córdova,3.0,TRA-296,Traumatología,Alta Complejidad,J44.1,EPOC con exacerbación aguda,Respiratorio,23,15-29
3973,11.303.084-4,Gloria Urra,1969-03-06,F,Molina,NINGUNA,2025-05-08 10:48:08.011789,2025-05-19 10:48:08.011789,Alta voluntaria,Isabel Espinosa,11.0,MED-351,Medicina Interna,Alta Complejidad,J18.9,"Neumonía, no especificada",Respiratorio,56,45-59
3974,24.740.374-4,Zulema Tapia,1944-11-05,F,Santiago,ISAPRE,2025-07-24 20:49:53.011789,2025-08-01 20:49:53.011789,Traslado,María Carrasco,8.0,UCI-549,UCI,Alta Complejidad,G40.9,"Epilepsia, no especificada",Neurológico,80,75+
3975,17.605.252-K,Juan Muñoz,1981-01-12,M,Pirque,NINGUNA,2025-06-25 06:53:04.011789,2025-07-07 06:53:04.011789,Traslado,Sofía Córdova,12.0,NEU-181,Neurología,Básica,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,44,30-44
3976,24.563.029-8,Felipe Lucero,1988-03-08,M,Colchane,NINGUNA,2025-07-10 04:19:05.011789,2025-07-21 04:19:05.011789,Alta voluntaria,Rodrigo Modesto Acevedo Villagra,11.0,CIR-247,Cirugía,Media,K92.1,Melena,Digestivo,37,30-44
3977,17.383.973-1,Estrella Canales,1970-12-10,F,Peumo,ISAPRE,2025-09-24 11:01:01.011789,2025-10-01 11:01:01.011789,Traslado,Juan Patricio Núñez Letelier,7.0,CIR-333,Cirugía,Media,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,54,45-59
